lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IA00124&tabIndex=1,S6IA00124,"HOGG, ROBERT M",S,IA,0,DEM,CHALLENGER,PO BOX 1361,,CEDAR RAPIDS,IA,52406,"$48,030.00","$17,019.00","$65,049.00",,,"$8,250.00","$73,299.00",,,,,,,,,"$73,299.00","$14,727.00",,,,,,,,,,,,"$14,727.00",,"$58,572.00","$73,299.00","$14,727.00",,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4NE00108&tabIndex=1,S4NE00108,"HOLCOMB, DAVID CHRISTOPHER",S,NE,0,DEM,CHALLENGER,1816 L STREET,,TEKAMAH,NE,68061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IN00175&tabIndex=1,S6IN00175,"HOLCOMB, ERIC JOSEPH",S,IN,0,REP,OPEN,8530 SILVERLEAF COURT,,INDIANAPOLIS,IN,46278,"$411,672.00","$28,803.00","$440,475.00",$200.00,"$6,946.00",,"$447,621.00",,,,,,,,,"$447,621.00","$152,555.00",,,,,,,,,,,,"$152,555.00",,"$295,065.00","$447,621.00","$152,555.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00576&tabIndex=1,S6CA00576,"HOUSE, PHILLIP MARCEL",S,CA,0,DEM,OPEN,1300 EVANS AVE,,SAN FRANCISCO,CA,941880548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00659&tabIndex=1,S6CA00659,"HOWARD, ALBERT",S,CA,0,REP,OPEN,1565 E 21ST ST,,LOS ANGELES,CA,90011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00301&tabIndex=1,S6FL00301,"INVICTUS, AUGUSTUS SOL",S,FL,0,LIB,OPEN,390 N ORANGE AVE SUITE 2300,,ORLANDO,FL,32801,"$1,692.00",,,,,,"$1,692.00",,,,,,,,,"$1,692.00","$1,375.00",,,,,,,,,,,,"$1,375.00",,$317.00,"$1,692.00",$105.00,,,5/22/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6GA00119&tabIndex=1,S6GA00119,"ISAKSON, JOHN HARDY",S,GA,0,REP,INCUMBENT,PO BOX 250116,,ATLANTA,GA,303251116,"$2,572,925.00","$75,128.00","$2,648,053.00","$1,000.00","$1,319,052.00",,"$3,968,106.00","$85,292.00",,,,"$4,460.00",,,"$6,424.00","$4,064,285.00","$1,045,829.00",,,,,,,"$49,950.00",,"$2,000.00","$51,950.00","$1,391.00","$1,107,182.00","$2,423,462.00","$5,388,576.00","$3,916,156.00","$1,049,380.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0WI00197&tabIndex=1,S0WI00197,"JOHNSON, RONALD HAROLD",S,WI,0,REP,INCUMBENT,,,OSHKOSH,,,"$3,120,806.00","$498,502.00","$3,619,309.00","$46,800.00","$823,534.00",,"$4,489,644.00","$208,699.00",,,,,,,"$1,650.00","$4,699,994.00","$1,571,759.00",,,,,,,"$100,735.00",,"$12,000.00","$112,735.00","$84,462.00","$1,768,956.00","$605,977.00","$3,537,015.00","$4,376,909.00","$1,571,759.00","$731,964.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00350&tabIndex=1,S6FL00350,"JOLLY, DAVID W",S,FL,0,REP,OPEN,PO BOX 1158,,INDIAN ROCKS BEACH,FL,33785,"$511,884.00","$36,201.00","$548,085.00",,"$299,940.19",,"$848,025.19","$30,950.00",,,,,,,$9.50,"$878,985.69","$422,470.30",,,,"$25,000.00",,"$25,000.00","$6,400.00",,"$8,000.00","$14,400.00","$5,000.00","$466,870.30","$246,339.09","$658,454.00","$833,625.19","$422,470.30","$47,464.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00277&tabIndex=1,S6FL00277,"JONES, LATERESA ANN",S,FL,0,REP,OPEN,1300 WASHINGTON AVE 2326,,MIAMI BEACH,FL,33139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MO00362&tabIndex=1,S6MO00362,"KANDER, JASON",S,MO,0,DEM,CHALLENGER,PO BOX 548,,COLUMBIA,MO,65205,"$1,777,292.00","$231,808.00","$2,009,102.00","$46,800.00","$271,550.00",,"$2,327,452.00","$17,500.00",,,,$806.00,,,,"$2,345,760.00","$756,211.00",,,,,,,"$2,690.00",,,"$2,690.00","$12,850.00","$771,753.00",,"$1,547,006.00","$2,324,761.00","$755,404.00",,,2/19/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03466&tabIndex=1,S6MD03466,"KEFALAS, CHRYSOVALANTIS P",S,MD,0,REP,OPEN,PO BOX 5197,,BALTIMORE,MD,21224,"$135,156.00","$13,532.00","$148,688.00",,"$6,500.00",,"$155,188.00",,,,,,,,,"$155,188.00","$62,752.00",,,,,,,,,,,,"$62,752.00",,"$92,436.00","$155,188.00","$62,752.00",,,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00285&tabIndex=1,S6FL00285,"KEITH, PAMELA MICHELE",S,FL,0,DEM,OPEN,521 QUADRANT ROAD,,NORTH PALM BEACH,FL,33408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CO00242&tabIndex=1,S6CO00242,"KINLAW, MICHAEL",S,CO,0,REP,CHALLENGER,PO BOX 50623,,COLORADO SPRINGS,CO,80949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4NY00206&tabIndex=1,S4NY00206,"KINS, JEROBOAN",S,NY,0,IND,CHALLENGER,163-49 130TH AVENUE GA,,JAMAICA,NY,11434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IL00261&tabIndex=1,S0IL00261,"KIRK, MARK STEVEN",S,IL,0,REP,INCUMBENT,275 WHISTLER RD,,HIGHLAND PARK,IL,60035,"$2,074,754.00","$229,048.00","$2,303,804.00","$1,000.00","$982,713.00",,"$3,287,517.00","$191,543.00",,,,"$3,603.00",,,"$1,782.00","$3,484,450.00","$1,791,142.00",,,,,,,"$51,425.00",,"$5,100.00","$56,525.00","$15,500.00","$1,863,167.00","$2,006,145.00","$3,627,428.00","$3,230,992.00","$1,787,537.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00225&tabIndex=1,S6AZ00225,"KIRKPATRICK, ANN LEILA",S,AZ,0,DEM,CHALLENGER,PO BOX 34421,,PHOENIX,AZ,85067,"$595,135.00","$298,764.00","$893,899.00",,"$108,500.00",,"$1,002,399.00","$259,069.00",,,,$244.00,,,,"$1,261,714.00","$479,788.00",,,,,,,"$14,780.00",,,"$14,780.00",$540.00,"$495,108.00",,"$766,604.00","$987,619.00","$479,543.00",,,5/26/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IA00101&tabIndex=1,S0IA00101,"KRAUSE, ROBERT ALLEN",S,IA,0,DEM,CHALLENGER,2257 WALTON LAKER DRIVE,,FAIRFIELD,IA,52556,,,,,,,"$2,839.40",,,,,,,,,,"$17,417.18",,,,,,,,,,,,,,,"$2,839.00","$17,417.00",,,5/7/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00642&tabIndex=1,S6CA00642,"LANCE-COUNCIL, TEMPERANCE",S,CA,0,DEM,OPEN,2010 WEST AVENUE K STE #201,,LANCASTER,CA,93536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4OK00232&tabIndex=1,S4OK00232,"LANKFORD, JAMES PAUL",S,OK,0,REP,INCUMBENT,16121 WINDRUSH PL,,EDMOND,OK,730139415,"$560,052.00","$111,715.00","$671,768.00",,"$331,746.00",,"$1,003,514.00","$35,323.00",,,,"$1,397.00",,,,"$1,040,236.00","$742,945.00",,,,,,,"$4,515.00",,,"$4,515.00","$12,000.00","$759,460.00","$323,294.00","$604,069.00","$998,999.00","$741,548.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00758&tabIndex=1,S6CA00758,"LARIVEE, BOB",S,CA,0,REP,OPEN,14442 CREST CIR,,VICTORVILLE,CA,92395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2FL00185&tabIndex=1,S2FL00185,"LAROSE, JOSH",S,FL,0,DEM,OPEN,PO BOX 9961,,FORT LAUDERDALE,FL,33310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00717&tabIndex=1,S6CA00717,"LAWS, JERRY JOSEPH",S,CA,0,REP,OPEN,14411 NORTHSTAR AVE,,VICTORVILLE,CA,923927625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4VT00017&tabIndex=1,S4VT00017,"LEAHY, PATRICK J",S,VT,0,DEM,INCUMBENT,PO BOX 1042,,MONTPELIER,VT,5601,"$826,795.00",,"$826,795.00",,"$366,650.00",,"$1,193,445.00","$13,275.00",,,,"$2,088.00",,,"$4,010.00","$1,212,818.00","$267,863.00",,,,,,,"$1,050.00",,,"$1,050.00",$450.00,"$269,363.00","$1,276,173.00","$2,219,627.00","$1,192,395.00","$265,775.00",,,1/1/15,6/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0UT00165&tabIndex=1,S0UT00165,"LEE, MIKE",S,UT,0,REP,INCUMBENT,917 QUAIL HOLLOW CIRCLE,,ALPINE,UT,84004,"$1,472,949.00","$78,561.00","$1,551,511.00",,"$382,670.00",,"$1,934,181.00","$30,281.00",,,,"$10,308.00",,,$20.00,"$1,974,795.00","$1,053,902.00",,,"$12,500.00",,,,"$53,375.00",,"$1,300.00","$54,675.00",$500.00,"$1,121,577.00","$367,264.00","$1,220,482.00","$1,879,506.00","$1,043,593.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NV00226&tabIndex=1,S6NV00226,"LEEDS, ROBERT X",S,NV,0,REP,OPEN,1405 TEN PALMS CT,,LAS VEGAS,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00343&tabIndex=1,S6FL00343,"LOPEZ-CANTERA, CARLOS",S,FL,0,REP,OPEN,2300 CORAL WAY,,MIAMI,FL,33131,"$436,889.00","$3,565.00","$440,454.00",$250.00,"$21,700.00",,"$462,404.00",,,,,,,,,"$462,404.00","$82,581.00",,,,,,,,,,,,"$82,581.00",,"$379,822.00","$462,404.00","$82,581.00",,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00241&tabIndex=1,S6AZ00241,"LOPEZ-CERVANTEZ, JOANNE SELENA MS",S,AZ,0,IND,CHALLENGER,18405 S WEAVER MTN ROAD,PO BOX 264,PEEPLES VALLEY,AZ,86332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IL00185&tabIndex=1,S6IL00185,"MARSHALL, ROBERT",S,IL,0,DEM,CHALLENGER,1200 WOODVIEW RD,,BURR RIDGE,IL,60527,,,,,,,,,$210.00,,$210.00,,,,,$210.00,,,,,,,,,,,,$750.00,$750.00,,"$20,250.00",,,$210.00,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IL00334&tabIndex=1,S6IL00334,"MARTER, JAMES THOMAS",S,IL,0,REP,CHALLENGER,233 FOX CHASE DRIVE NORTH,,OSWEGO,IL,60543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NV00200&tabIndex=1,S6NV00200,"MASTO, CATHERINE CORTEZ",S,NV,0,DEM,OPEN,8020 SOUTH RAINBOW BLVD #100-112,,LAS VEGAS,NV,89139,"$1,429,992.91","$501,328.46","$1,931,321.37",,"$347,200.00",,"$2,278,521.37","$199,296.00",,,,"$2,364.00",,,,"$2,480,182.37","$961,811.55",,,,,,,"$9,989.00",,,"$9,989.00",,"$971,800.55",,"$1,508,381.00","$2,268,532.37","$959,446.55",,,4/8/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00019&tabIndex=1,S6AZ00019,"MCCAIN, JOHN S",S,AZ,0,REP,INCUMBENT,228 SOUTH WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,"$3,082,392.00","$300,568.00","$3,382,961.00","$1,000.00","$842,900.00",,"$4,226,861.00","$25,964.00",,,,$1.00,,,"$378,995.00","$4,631,824.00","$1,576,357.00",,,,,,,"$38,400.00",,,"$38,400.00","$77,637.00","$1,692,394.00","$2,019,177.00","$4,958,606.00","$4,188,461.00","$1,576,355.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NC00258&tabIndex=1,S6NC00258,"MCCOY, DAVE",S,NC,0,DEM,CHALLENGER,54 PLUM TREE LANE,,FRANKLIN,NC,28734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00266&tabIndex=1,S6PA00266,"MCGINTY, KATHLEEN ALANA",S,PA,0,DEM,CHALLENGER,248 WEST VALLEY RD,,WAYNE,PA,19087,"$795,410.00","$88,716.00","$884,126.00",,"$106,500.00",,"$990,626.00",,,"$25,000.00","$25,000.00",,,,,"$1,015,626.00","$112,437.00",,,,,,,"$10,830.00",,,"$10,830.00",,"$123,267.00",,"$892,359.00","$979,796.00","$112,437.00","$37,003.00",,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00209&tabIndex=1,S6AZ00209,"MEALER, JOHN LEWIS",S,AZ,0,IND,CHALLENGER,5054 PINE DAWN RD,,LAKESIDE,AZ,85929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00217&tabIndex=1,S6AZ00217,"MELUSKEY, ALEXANDER",S,AZ,0,REP,CHALLENGER,7047 E GREENWAY PKWY SUITE 250,,SCOTTSDALE,AZ,85254,"$45,626.00","$20,620.00","$66,247.00",,,,"$66,247.00",,"$201,298.00",,"$201,298.00",,,,,"$267,545.00","$255,420.00",,,,,,,,,,,,"$255,420.00",,"$12,124.00","$66,247.00","$255,420.00","$201,298.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00709&tabIndex=1,S6CA00709,"MOHARIR, MUKUND MARTAND",S,CA,0,IND,OPEN,9668 BABAUTA ROAD,,SAN DIEGO,CA,92129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00568&tabIndex=1,S6CA00568,"MOLNAR, ROBERT",S,CA,0,REP,OPEN,PO BOX 321231,,LOS GATOS,CA,95032,,,,,,"$1,000.00","$1,000.00",,,,,,,,,"$1,000.00","$1,000.00",,,,"$1,000.00",,"$1,000.00",,,,,,"$2,000.00","$1,000.00",,"$1,000.00","$1,000.00",,,1/1/15,3/31/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0KS00091&tabIndex=1,S0KS00091,"MORAN, JERRY",S,KS,0,REP,INCUMBENT,2400 SUMAC DR,,MANHATTAN,KS,665023116,"$1,009,039.00","$56,693.00","$1,065,732.00",,"$933,881.00",,"$1,999,614.00","$60,341.00",,,,,,,"$1,968.00","$2,061,926.00","$733,853.00",,,,,,,"$14,100.00",,"$6,500.00","$20,600.00",,"$754,453.00","$1,380,214.00","$2,687,687.00","$1,979,014.00","$733,853.00","$127,377.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4AK00099&tabIndex=1,S4AK00099,"MURKOWSKI, LISA",S,AK,0,REP,INCUMBENT,,,ANCHORAGE,AK,,"$1,450,444.00","$24,151.00","$1,474,597.00",,"$1,008,847.00",,"$2,483,444.00","$221,700.00",,,,,,,,"$2,705,144.00","$668,396.00",,,,,,,"$20,900.00",,"$8,300.00","$29,200.00",,"$697,596.00","$903,629.00","$2,911,178.00","$2,454,244.00","$668,396.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00319&tabIndex=1,S6FL00319,"MURPHY, PATRICK E",S,FL,0,DEM,OPEN,4521 PGA BLVD #412,,PALM BEACH GARDENS,FL,33418,"$2,943,400.00","$261,998.00","$3,205,400.00",$966.00,"$974,450.00",,"$4,180,816.00","$9,877.00",,,,"$14,671.00",,,,"$4,205,366.00","$1,247,478.00",,,,,,,"$6,312.00",,"$2,500.00","$8,812.00","$8,881.00","$1,265,171.00","$536,659.00","$3,476,853.00","$4,172,004.00","$1,232,805.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2WA00189&tabIndex=1,S2WA00189,"MURRAY, PATTY",S,WA,0,DEM,INCUMBENT,P.O. BOX 3662,,SEATTLE,WA,98124,"$2,226,613.00","$457,281.00","$2,683,897.00",,"$1,212,751.00",,"$3,896,649.00","$11,178.00",,,,"$12,706.00",,,$840.00,"$3,921,376.00","$1,075,839.00",,,,,,,"$27,263.00",,,"$27,263.00","$1,080.00","$1,104,183.00","$1,914,038.00","$4,731,231.00","$3,869,385.00","$1,063,132.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NC00290&tabIndex=1,S6NC00290,"NASIRI, MOHAMMAD ABOUS SABUR DOCTOR",S,NC,0,OTH,,508 SANDHURST DRIVE,,FAYETTEVILLE,NC,28304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00327&tabIndex=1,S6FL00327,"NATHAN, BRUCE",S,FL,0,IND,OPEN,3230 SW ISLAND WAY,,PALM CITY,FL,34990,$500.00,"$1,030.00","$1,530.00",,,$95.00,"$1,625.00",,$800.00,,$800.00,,,,,"$2,425.00","$2,214.00",,,,,,,,,,,,"$2,214.00",,$211.00,"$1,625.00","$2,214.00",$800.00,,6/20/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CO00259&tabIndex=1,S6CO00259,"NEVILLE, TIMOTHY PATRICK",S,CO,0,REP,CHALLENGER,PO BOX 30,,LITTLETON,CO,80160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00368&tabIndex=1,S6FL00368,"OSBORNE, WALTER",S,FL,0,NPA,OPEN,2321 RED EMBER RD,,OVIEDO,FL,32765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00675&tabIndex=1,S6CA00675,"PALZER, THOMAS EDWARD",S,CA,0,REP,OPEN,7259 CORVIAN CT UNIT 26,,RANCHO CUCAMONGA,CA,91739,$800.00,,$400.00,,,"$1,983.00","$2,783.00",,,,,,,,,"$2,783.00","$2,542.00",,,,,,,$100.00,,,$100.00,,"$2,442.00",,$241.00,"$2,882.00","$2,542.00",,,1/1/15,6/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0KY00156&tabIndex=1,S0KY00156,"PAUL, RAND",S,KY,0,REP,INCUMBENT,PO BOX 72928,,NEWPORT,KY,41072,"$323,564.00","$231,441.00","$555,006.00",,"$140,250.00",,"$695,256.00","$404,183.00",,,,"$12,669.00",,,$881.00,"$1,112,991.00","$1,036,328.00",,,"$1,400,000.00",,,,"$2,663.00",,"$2,500.00","$5,163.00","$156,500.00","$2,597,992.00","$2,900,940.00","$1,415,939.00","$690,092.00","$1,023,658.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00258&tabIndex=1,S6PA00258,"PAWLOWSKI, ED",S,PA,0,DEM,CHALLENGER,43 N 11TH ST,,ALLENTOWN,PA,18101,"$397,678.80","$3,939.08","$401,617.88",,"$22,000.00",,"$423,617.88",,,,,,,,,"$423,617.88","$107,910.68",,,,,,,"$124,200.00",,"$8,750.00","$132,950.00","$76,500.00","$317,360.68",,"$106,256.00","$290,667.88","$107,910.68",,,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6KY00096&tabIndex=1,S6KY00096,"PEARSON, CECIL WELDON JR",S,KY,0,DEM,CHALLENGER,61 RIVERVIEW DRIVE,,KNIFLY ,KY,42753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03490&tabIndex=1,S6MD03490,"PEARSON, MICHAEL TYRONE",S,MD,0,DEM,OPEN,36TH WEST 25TH STREET,,BALTIMORE,MD,21218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0OH00133&tabIndex=1,S0OH00133,"PORTMAN, ROB",S,OH,0,REP,INCUMBENT,825 MIAMI AVENUE,,TERRACE PARK,OH,451741224,"$5,430,613.72","$273,812.56","$5,704,427.28",,"$1,559,273.50",,"$7,263,700.78","$467,344.00",,,,$158.00,,,$6.47,"$7,731,213.25","$2,347,753.18",,,,,,,"$77,374.23",,"$12,200.00","$89,574.23","$2,015.00","$2,439,342.41","$5,808,793.79","$11,100,663.00","$7,174,126.55","$2,347,595.18",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NY00391&tabIndex=1,S6NY00391,"PRINCE, JOSEPH CHARLES",S,NY,0,IND,CHALLENGER,1545 RHINELANDER AVE,,BRONX,NY,10461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00258&tabIndex=1,S6AZ00258,"QUINN, PATRICK THOMAS",S,AZ,0,NPA,CHALLENGER,9542 N ELAN LANE ,,TUCSON,AZ,857425136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6ID00096&tabIndex=1,S6ID00096,"RATY, TIMOTHY  AARON",S,ID,0,ID,CHALLENGER,170 COLLEGE STREET,,IDAHO FALLS,ID,834022236,,$150.00,$150.00,,,$433.00,$583.00,,,,,$0.42,,,,$583.00,$218.00,,,,,,,$150.00,,,$150.00,$209.00,$577.00,,$5.00,$433.00,$217.00,,,1/18/15,6/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NC00282&tabIndex=1,S6NC00282,"REY, CHRIS",S,NC,0,DEM,,PO BOX 301,,FAYETTEVILLE,NC,28302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00418&tabIndex=1,S6FL00418,"RIVERA, ERNESTO J",S,FL,0,REP,OPEN,PO BOX 629,,LAND O LAKES,FL,34639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NC00266&tabIndex=1,S6NC00266,"ROSS, DEBORAH K",S,NC,0,DEM,CHALLENGER,PO BOX 28258,,RALEIGH,NC,27611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00691&tabIndex=1,S6CA00691,"SANCHEZ, LORETTA",S,CA,0,DEM,OPEN,PO BOX 6037,,SANTA ANA,CA,92706,"$917,084.00","$26,911.00","$943,996.00",,"$76,250.00",,"$1,020,246.00","$516,114.00","$300,000.00",,"$300,000.00","$2,800.00",,,,"$1,839,160.00","$253,168.00",,,,,,,"$17,400.00",,"$5,000.00","$22,400.00","$3,510.00","$279,078.00",,"$1,560,081.00","$997,846.00","$250,368.00","$309,449.00",,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4HI00136&tabIndex=1,S4HI00136,"SCHATZ, BRIAN",S,HI,0,DEM,INCUMBENT,PO BOX 3828,,HONOLULU,HI,96812,"$1,224,592.00","$74,546.00","$1,299,139.00",,"$639,879.00",,"$1,939,018.00","$18,107.00",,,,"$13,982.00",,,$370.00,"$1,971,480.00","$559,772.00",,,,,,,"$19,365.00",,$500.00,"$19,865.00","$10,412.00","$590,051.00","$953,877.00","$2,335,306.00","$1,919,152.00","$545,789.00",,,1/1/15,9/30/15
